Site_name or object code,C14Age,C14SD,Lab_code,Lon,Lat,Location quality,Material_Dated,APA_reference,Ref_complete,Archaeological_context,Technology
L7 & L8,2380,30,Beta-555939,-74.6,4.14,Reported,,"Suaza, M. A., Panche Rodriguez, J., &, Rodriguez, M. L. (2020). Ejecucion del plan de manejo arqueologico (monitoreo y rescate) para la plataforma zodme linea electrica li­nea de flujo y via de acceso el Niño (Melgar- Tolima).",yes,,
La Alsacia,2145,185,Beta-1836,-76.54,3.84,Reported,Charcoal,"Bray, W., Herrera, L., & Cardale de Schrimpff, M. (1981). Excavations on Settlement Sites. Pro Calima 2, 13-20.",yes,,
La Alsacia,1010,60,Beta-70023,-76.33,3.79,Reported,,"Rodriguez, C. A., Rey, F. F., & Cuenca Wilson, A. (2007). El cacicazgo prehispanico de Guabas en el Valle del Cauca (700-1300 d.C.). Universidad del Valle Cali.",yes,,
La Alsacia,980,70,Beta-70024,-76.33,3.79,Reported,,"Rodriguez, C. A., Rey, F. F., & Cuenca Wilson, A. (2007). El cacicazgo prehispanico de Guabas en el Valle del Cauca (700-1300 d.C.). Universidad del Valle Cali.",yes,,
La Amapola,1030,80,Beta-4332,-76.56,3.66,Reported,,"Gahwiler-Walder, T. (1988). Archaeological investigations un the Pazas-La Cumbre region. ProCalima. Archäologisch-ethnologisches Projekt im Westlichen Kolumbien/Südamerika. (5), 55-60. Periodische Publikation der Vereinigung Pro Calima.",yes,,
La Amapola,1240,70,Beta-4680,-76.56,3.66,Reported,,"Gahwiler Walder, T. (1996). Prekolumbische Kulturen im Pavas Gebiet Kolumbien Archeologische Befunde und ethnohistorische Daten. Edition Pro Calima Basel.",yes,,
La Amapola,1060,80,Beta-4681,-76.56,3.66,Reported,,"Gahwiler Walder, T. (1996). Prekolumbische Kulturen im Pavas Gebiet Kolumbien Archeologische Befunde und ethnohistorische Daten.  Edition Pro Calima Basel.",yes,,
La Amapola,560,50,Beta-4684,-76.56,3.66,Reported,,"Bray, W., Herrera, L., & Cardale de Schrimpff, M. (1981). Report on the 1981 Field Season in Calima. Pro Calima, 3, 2-30.",yes,,
La Arenosa,1250,30,Beta-369864,-74.76,10.93,Reported,,"Perez, P. F. (2015). Propuesta intervencion arqueologica (rescate) microplanta de gas natural licuado (GNL) la Arenosa Municipio de Soledad Departamento del Atlantico. Promigas.",yes,,
La Arenosa,2400,30,Beta-369865,-74.76,10.93,Reported,,"Perez, P. F. (2015). Propuesta intervencion arqueologica (rescate) microplanta de gas natural licuado (GNL) la Arenosa Municipio de Soledad Departamento del Atlantico. Promigas.",yes,,
La Arenosa,220,30,Beta-369866,-74.76,10.93,Reported,,"Perez, P. F. (2015). Propuesta intervencion arqueologica (rescate) microplanta de gas natural licuado (GNL) la Arenosa Municipio de Soledad Departamento del Atlantico. Promigas.",yes,,
La Arenosa,790,30,Beta-369867,-74.76,10.93,Reported,,"Perez, P. F. (2015). Propuesta intervencion arqueologica (rescate) microplanta de gas natural licuado (GNL) la Arenosa Municipio de Soledad Departamento del Atlantico. Promigas.",yes,,
La Asomada,900,145,GX-14491,,,,,"Boada Rivas, A., Mora, S., & Therrien, M. (1988). La arqueología de fragmentos cerámicos. (Debate sobre la clasificación cerámica del Altiplano Cundiboyacense). Revista de Antropología 4 (2), 161-200. Universidad de los Andes.",yes,,
La Aurora,2345,85,Beta-1837,-76.54,3.82,Reported,Charcoal,"Bray, W., Herrera, L., & Cardale de Schrimpff, M. (1981). Excavations on Settlement Sites. Pro Calima 2, 13-20.",yes,,
La Balsa,2550,160,IAN-127,-76.61,2.59,Reported,Charcoal,"Mendez Gutierrez, M. (1984). Puntas de proyectil de Cajibio-Cauca: indicios de pobladores tempranos en el Valle de Pubenza. Talleres Editoriales del Departamento.",yes,,
La Balsa,2550,160,IAN-127PISS,-76.61,2.59,Reported,,"Mendez Gutierrez, M. (1984). Puntas de proyectil de Cajibi­o-Cauca: indicios de pobladores tempranos en el Valle de Pubenza. Talleres Editoriales del Departamento Popayan.",yes,,
La Balsa,1670,170,IAN-116,-76.61,2.59,Reported,,"Mendez Gutierrez, M. (1984). Puntas de proyectil de Cajibio-Cauca: indicios de pobladores tempranos en el Valle de Pubenza. Talleres Editoriales del Departamento.",yes,,
La Balsa Cajibio,3070,150,IAN-126,-76.61,2.59,Reported,Charcoal,"Mendez Gutierrez, M. (1984). Puntas de proyectil de Cajibio-Cauca: indicios de pobladores tempranos en el Valle de Pubenza. Talleres Editoriales del Departamento.",yes,,
La Blanquita,7720,50,Beta-162328,-75.63,6.21,Reported,Charcoal,"Botero Arcila, S. H., & Martinez Garcia, L. E. (2002). Ocupaciones tempranas en el Valle de de Aburra sitio la Blanquita: informe final.",yes,,
La Bocana,2190,60,Beta-45782,-77.18,3.84,Reported,Charcoal,"Salgado Lopez, H., & Stemper, D. (1991). Cambios prehispanicos en cronologia patrones de asentamientos y subsistencia en las partes bajas de los ri­os San Juan Calima y Dagua.  Cespedesia 18(61): 153-163.",yes,,
La Boliva,800,100,Alpha-3030,-76.58,3.64,Reported,,"Gahwiler Walder, T. (1996). Prekolumbische Kulturen im Pavas Gebiet Kolumbien Archeologische Befunde und ethnohistorische Daten.  Edition Pro Calima Basel.",yes,,
La Cabana I,8320,60,Beta-96579,,,,Charcoal,"Alarcon, J. (1995). Rescate arqueológico en el valle Alto del río Dagua. Boletín De Arqueología De La Fian, 10(1), 3–90. Recuperado a partir de https://publicaciones.banrepcultural.org/index.php/fian/article/view/5975",yes,,
La Camelia,1950,80,Beta-107144,,,,,"Botero, S. H., Monsalve, O.D., & Munera, L. C. (1998). Nuevos contextos arqueologicos fechados en el Macizo Central antioqueno. Boletin de Antropologia, 12(29), 148-167. Departamento de Antropologia. Universidad de Antioquia.",yes,,
La Champiñonera I,1250,80,Beta-100528,-75.63,4.93,Reported,,"Munera Bermudez, L. C. (1997). Arqueologia de rescate via alterna de la troncal de occidente rio Campoalegre estadio Santa Rosa de Cabal.",yes,,
La Chillona,8200,40,Beta-325216,-75.3853,4.5124,Reported,Charcoal,"Restrepo, C. A. (2013). Informe de Monitoreo arqueologico en el area de influencia del proyecto de desarrollo vial Armenia-Pereira-Manizalez, Autopista de Cafe. Instituto Nacional de Vias. Autopistas de Cafe S. A.",yes,,
La Cocotera (Rio Buebuey),2490,50,PITT-0210 P1,-77.70449638,2.821768271,Estimated,Charcoal,"Patiño, D. (2000). Settlement, Subsistence and Exchange in Prehispanic Tumaco, Pacific Coast of Colombia. Phd Thesis. Temple University.",yes,,
La Cocotera (Rio Buebuey),3100,50,PITT-0211 P1,-77.70449638,2.821768271,Estimated,Charcoal,"Patiño, D. (2000). Settlement, Subsistence and Exchange in Prehispanic Tumaco, Pacific Coast of Colombia. Phd Thesis. Temple University.",yes,,
La Cocotera (Rio Buebuey),1840,60,Beta-20603,-77.70449638,2.821768271,Estimated,Charcoal,"Patiño, D. (1988). Asentamientos prehispanicos en la Costa Pacifica Caucana. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
La Colinita,1600,30,Beta-376993,-75.59349012,6.200936325,Reported,smoked ceramic,"Aristizabal, P. (2014). Programa de arqueología preventiva, rescate arqueológico de hallazgo fortuito, tumba de pozo con cámara lateral, sitio La Colinita, Guayabal, ejecución del plan de manejo arqueológico, informe final. Report",yes,,
La Cristalina,2290,150,Beta-146231,-76.34,3.71,Reported,Charcoal,"Rodriguez Cuenca, J. V., Blanco, S. & Botero Zuluaga, P. J. (2005). Comunidad prehispanica de El Cerrito Valle del Cauca: medio ambiente practicas funerarias y condiciones de vida.  Universidad Nacional de Colombia.",yes,,
La Curtiembre,425,70,Beta-126853,-74.85,10.87,Reported,,"Langebaek Rueda, C. H., & Dever, A. (2000). Arqueologia en el bajo Magdalena: un estudio de los primeros agricultores del Caribe colombiano. Informes Arqueologicos del Instituto Colombiano de Antropologia e Historia, No. 1). ICANH.",yes,,
La Elvira (Jerico),1370,60,Beta-243754,-75.8,5.78,Reported,,"Martinez, V. A. (2009). Suelos pisos y viviendas: aproximacion a un objeto de estudio el caso de Jerico suroeste Antioqueno. [Tesis de pregrado no publicada, Universidad de Antioquia].",yes,,
La Elvira (Popayan),1980,100,Beta-37798,-76.56,2.5,Reported,,"Gnecco Valencia, C., & Illera Montoya, C. H. (1989). La Elvira: Un sitio paleoindio en el valle de Popayan. Boletin de Arqueologia, 4 (1), 19-28. Fundacion de Investigaciones Arqueologicas Nacionales. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5140",yes,,
La Elvira (Popayan),1480,70,Beta-37799,-76.56,2.5,Reported,Sediment,"Gnecco Valencia, C., & Illera Montoya, C. H. (1989). La Elvira: Un sitio paleoindio en el valle de Popayan. Boletin de Arqueologia, 4 (1), 19-28. Fundacion de Investigaciones Arqueologicas Nacionales. https://publicaciones.banrepcultural.org/index.php/fian/article/view/5140",yes,,
La Escalereta Q16,3560,30,Beta-493654,,,,Sediment,"Rodriguez Cuenca, J. V., Ariza O., A., Caldon A. F., Hernandez V., M., Salamanca G. L. M., & Vasquez Avila, J. C. (2018). El Huila milenario. Paisajes, pueblos y culturas en el sur del Alto Magdalena. EcoGlobal Surveying LTDA, ENEL & Universidad Nacional de Colombia.",yes,,
La Escalereta Q16,1760,30,Beta-395501,,,,Charcoal,"Rodriguez Cuenca, J. V., Ariza O., A., Cabal M., & Caldon A, Ferney. (2016). Vida y muerte en el sur del alto Magdalena, Huila. Bioarqueologia y cambio social. Emgesa & Universidad Nacional de Colombia.",yes,,
La Escalereta Q16,1660,30,Beta-493653,,,,Sediment,"Rodriguez Cuenca, J. V., Ariza O., A., Caldon A. F., Hernandez V., M., Salamanca G. L. M., & Vasquez Avila, J. C. (2018). El Huila milenario. Paisajes, pueblos y culturas en el sur del Alto Magdalena. EcoGlobal Surveying LTDA, ENEL & Universidad Nacional de Colombia.",yes,,
La Escalereta Q16,880,30,Beta-493652,,,,Sediment,"Rodriguez Cuenca, J. V., Ariza O., A., Caldon A. F., Hernandez V., M., Salamanca G. L. M., & Vasquez Avila, J. C. (2018). El Huila milenario. Paisajes, pueblos y culturas en el sur del Alto Magdalena. EcoGlobal Surveying LTDA, ENEL & Universidad Nacional de Colombia.",yes,,
La Escalereta Q21,1900,30,Beta-322031,,,,Charcoal,"Rodriguez Cuenca, J. V., Ariza O., A., Cabal M., & Caldon A, Ferney. (2016). Vida y muerte en el sur del alto Magdalena, Huila. Bioarqueologia y cambio social. Emgesa & Universidad Nacional de Colombia.",yes,,
La Escocia,6100,1000,Alpha-3032,,,,,"Gahwiler-Walder. T. (1989). Estudios arqueologicos en la region de Pavas-La Cumbre. Boletin Museo del Oro, (24), 91-101. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7127",yes,,
La Esmeralda,2420,40,Beta-21883,-74.96,4.03,Reported,,"Salgado Lopez, H., Gamez, A. N., Llanos, J. M., Baron, M., Carranza, Y., & Sabogal, D. (2008). Estrategias de ocupacion prehispanica en la cuenca baja del ri­o Luisa Guamo-Tolima.  Grupo Grapa Universidad del Tolima.",yes,,
La Esmeralda,2480,40,Beta-21501,-74.96,4.03,Reported,Charcoal,"Salgado Lopez, H., Gamez, A. N., Llanos, J. M., Baron, M., Carranza, Y., & Sabogal, D. (2008). Estrategias de ocupacion prehispanica en la cuenca baja del ri­o Luisa Guamo-Tolima.  Grupo Grapa Universidad del Tolima.",yes,,
La Esmeralda,1560,390,Beta-21840,-74.96,4.03,Reported,,"Salgado Lopez, H., Gamez, A. N., Llanos, J. M., Baron, M., Carranza, Y., & Sabogal, D. (2008). Estrategias de ocupacion prehispanica en la cuenca baja del ri­o Luisa Guamo-Tolima.  Grupo Grapa Universidad del Tolima.",yes,,
La Esmeralda,1750,40,Beta-22591,-74.96,4.03,Reported,Charcoal,"Salgado Lopez, H., Gamez, A. N., Llanos, J. M., Baron, M., Carranza, Y., & Sabogal, D. (2008). Estrategias de ocupacion prehispanica en la cuenca baja del ri­o Luisa Guamo-Tolima.  Grupo Grapa Universidad del Tolima.",yes,,
La Esmeralda,1810,40,Beta-22758,-74.96,4.03,Reported,,"Salgado Lopez, H., Gamez, A. N., Llanos, J. M., Baron, M., Carranza, Y., & Sabogal, D. (2008). Estrategias de ocupacion prehispanica en la cuenca baja del ri­o Luisa Guamo-Tolima.  Grupo Grapa Universidad del Tolima.",yes,,
La Esperanza,540,80,IAN-51,,,,Charcoal,"Groot de Mahecha, A. M., Hooykaas, E., & Correa, L. P. (1976). Intento de delimitacion del territorio de los grupos etnicos Pastos y Quillacingas en el altiplano narinense, Colombia. Fundacion de Investigaciones Arqueologicas Nacionales, Banco de la Republica.",yes,,
La Estrella,400,90,Beta-3564,-73.92,11.09,Reported,Charcoal,"Herrera de Turbay, L. F. (1985). Agricultura aborigen y cambios de vegetacion en la Sierra Nevada de Santa Marta. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Chiribiquete Abrigo de la Selva,875,20,GrN-19717,-72.766833,1.143895,Estimated,Charcoal,"Castaño-Uribe, C., & van der Hammen, T. (2006). Arqueologia de visiones y alucinaciones del cosmos felino y chamanistico de Chiribiquete. Parques Nacionales Naturales de Colombia.",yes,,
La Ferreria,2390,110,Beta-46827,,,,Charcoal,"Castillo Espitia, N. (1995). Reconocimiento arqueologico en el Valle de Aburra. Boletin de Antropologia, 9(25), 49-90. https://doi.org/10.17533/udea.boan.343759",yes,,
La Filomena,2450,40,GX-30234,-74.06,4.79,Reported,Soil sample (humic acid),"Boada Rivas, A. M. (2018).  Control sobre tierras, sistemas de camellones, canales y mano de obra durante el periodo prehispanico en la Sabana de Bogota. Latin American Antiquity, 29(4), 660–680. doi:10.1017/laq.2018.44",yes,Strata associated to maiz polen,Raised-fields
La Filomena,1030,40,GX-30236,-74.06,4.79,Reported,,"Boada Rivas, A. (2001) Excavaciones en sistemas de camellones y canales en la Sabana de Bogota. ICANH.",yes,,
La Filomena,1510,40,GX-30235,-74.06,4.79,Reported,,"Boada Rivas, A. (2001) Excavaciones en sistemas de camellones y canales en la Sabana de Bogota. ICANH.",yes,,
La Filomena,180,40,GX-30237,-74.06,4.79,Reported,,"Boada Rivas, A. (2001) Excavaciones en sistemas de camellones y canales en la Sabana de Bogota. ICANH.",yes,,
La Floresta,530,60,Beta-109706,,,,,"Orejuela M., M. E. (2017). Arqueologia del alto río Guachicono: ocupacion prehispanica vertical en el macizo colombiano. Antropologia Cuadernos de Investigacion, (18), pp. 27-39. https://doi.org/10.26807/ant.v0i18.122",yes,,
La Fortuna,9900,70,Beta-10833,-73.55,7.14,Reported,,"Cajiao, L. (1998). Proyecto hidroelectrico Sogamoso. Estudio de impacto ambiental componente arqueologico. Isagen.",yes,,
La Gaitana,1935,90,A-4,-76.417757,1.926807932,Estimated,Charcoal,"Llanos Vargas, H., & Durán de Gómez, A. (1983). Asentamientos prehispánicos de Quinchana, San Agustín. Fundación de investigaciones arqueológicas nacionales del Banco de la República.",yes,,
La Galda,1270,30,Beta-493644,,,,Charcoal,"Rodriguez Cuenca, J. V., Ariza O., A., Caldon A. F., Hernandez V., M., Salamanca G. L. M., & Vasquez Avila, J. C. (2018). El Huila milenario. Paisajes, pueblos y culturas en el sur del Alto Magdalena. EcoGlobal Surveying LTDA, ENEL & Universidad Nacional de Colombia.",yes,,
La Gata,1320,70,Beta-106897,,,,,"Botero, S. H., Monsalve, O.D., & Munera, L. C. (1998). Nuevos contextos arqueologicos fechados en el Macizo Central antioqueno. Boletin de Antropologia, 12(29), 148-167. Departamento de Antropologia. Universidad de Antioquia.",yes,,
La Germania,680,60,Beta-146618,-75.67,4.74,Reported,,"Rojas, S., & Tabares, D. (2000). Proyecto de desarrollo vialdoble calzada Armenia-Pereira-Manizales Autopista del Cafe: consideraciones preliminares para la interpretacion de una historia que empieza a recrearse.",yes,,
La Gregoria,800,60,Beta-169255,-75.56,6.37,Reported,,Secretaria de Infraestructura Fi­sica de Antioquia & Corporacion GAIA (2002). Ampliacion rectificacion y pavimentacion de la via Pajarito-San Pedro de los Milagros. Prospeccion arqueologica.,yes,,
La Guaca,600,40,Beta-243753,-75.78,5.79,Reported,,"Martinez, V. A. (2009). Suelos pisos y viviendas: aproximacion a un objeto de estudio el caso de Jerico suroeste Antioqueno. [Tesis de pregrado no publicada, Universidad de Antioquia].",yes,,
La Guayabala,1890,90,Beta-46824,,,,Charcoal,"Castillo Espitia, N. (1995). Reconocimiento arqueologico en el Valle de Aburra. Boletin de Antropologia, 9(25), 49-90. https://doi.org/10.17533/udea.boan.343759",yes,,
La Honda 5,1700,70,Beta-107196,,,,Charcoal,"Botero, S. H., Monsalve, O.D., & Munera, L. C. (1998). Nuevos contextos arqueologicos fechados en el Macizo Central antioqueno. Boletin de Antropologia, 12(29), 148-167. Departamento de Antropologia. Universidad de Antioquia.",yes,,
Chiribiquete Abrigo del Arco,805,30,GrN-19718,-72.766833,1.143895,Estimated,Charcoal,"Castaño-Uribe, C., & van der Hammen, T. (2006). Arqueologia de visiones y alucinaciones del cosmos felino y chamanistico de Chiribiquete. Parques Nacionales Naturales de Colombia.",yes,,
Chiribiquete Abrigo del Arco,1435,55,GrN-19719,-72.766833,1.143895,Estimated,Charcoal,"Castaño-Uribe, C., & van der Hammen, T. (2006). Arqueologia de visiones y alucinaciones del cosmos felino y chamanistico de Chiribiquete. Parques Nacionales Naturales de Colombia.",yes,,
La Iberia,360,70,Beta-2820,,,,,"Uribe, M. (1990). Cronologia absoluta de la arqueologia colombiana. Revista de Antropologia y Arqueologia, 1 (1), 205-233. Universidad de los Andes.",yes,,
La Jagua,570,30,Beta-438017,-75.69,2.17,Reported,Bone,EMGESA S.A ESP & Universidad Nacional de Colombia. (2018). Arqueologia preventiva a las obras civiles del proyecto hidroelectrico el Quimbo. Zona de reasentamientos humanos y aprovechamiento forestal del vaso del embalse. Informe final predio Los Ciruelos La Jagua Garzon.,yes,,
La Jagua,1270,30,Beta-438018,-75.69,2.17,Reported,Bone,EMGESA S.A ESP & Universidad Nacional de Colombia. (2018). Arqueologia preventiva a las obras civiles del proyecto hidroelectrico el Quimbo. Zona de reasentamientos humanos y aprovechamiento forestal del vaso del embalse. Informe final predio Los Ciruelos La Jagua Garzon.,yes,,
La Jagua,650,30,Beta-438019,-75.69,2.17,Reported,Bone,EMGESA S.A ESP & Universidad Nacional de Colombia. (2018). Arqueologia preventiva a las obras civiles del proyecto hidroelectrico el Quimbo. Zona de reasentamientos humanos y aprovechamiento forestal del vaso del embalse. Informe final predio Los Ciruelos La Jagua Garzon.,yes,,
La Jagua,620,30,Beta-438020,-75.69,2.17,Reported,Bone,EMGESA S.A ESP & Universidad Nacional de Colombia. (2018). Arqueologia preventiva a las obras civiles del proyecto hidroelectrico el Quimbo. Zona de reasentamientos humanos y aprovechamiento forestal del vaso del embalse. Informe final predio Los Ciruelos La Jagua Garzon.,yes,,
La Jagua,1910,30,Beta-493645,,,,Charcoal,"Rodriguez Cuenca, J. V., Ariza O., A., Caldon A. F., Hernandez V., M., Salamanca G. L. M., & Vasquez Avila, J. C. (2018). El Huila milenario. Paisajes, pueblos y culturas en el sur del Alto Magdalena. EcoGlobal Surveying LTDA, ENEL & Universidad Nacional de Colombia.",yes,,
